"text","book","chapter"
"they felt the occasional drop of rain on their faces. Professor Grubbly-Plank","Book 5: Order of the Phoenix","chap-13"
"stood waiting for the class some ten yards from Hagrid's front door,","Book 5: Order of the Phoenix","chap-13"
"a long trestle table in front of her laden with twigs. As","Book 5: Order of the Phoenix","chap-13"
"Harry and Ron reached her, a loud shout of laughter sounded behind","Book 5: Order of the Phoenix","chap-13"
"them; turning, they saw Draco Malfoy striding towards them, surrounded by his","Book 5: Order of the Phoenix","chap-13"
"usual gang of Slytherin cronies. He had clearly just said something highly","Book 5: Order of the Phoenix","chap-13"
"amusing, because Crabbe, Goyle, Pansy Parkinson and the rest continued to snigger","Book 5: Order of the Phoenix","chap-13"
"heartily as they gathered around the trestle table and, judging by the","Book 5: Order of the Phoenix","chap-13"
"way they all kept looking over at Harry, he was able to","Book 5: Order of the Phoenix","chap-13"
"guess the subject of the joke without too much difficulty.  ","Book 5: Order of the Phoenix","chap-13"
" 'Everyone here?' barked Professor Grubbly-Plank, once all the Slytherins and Gryffindors","Book 5: Order of the Phoenix","chap-13"
"had arrived. 'Let's crack on then. Who can tell me what these","Book 5: Order of the Phoenix","chap-13"
"things are called?'    She indicated the heap of twigs","Book 5: Order of the Phoenix","chap-13"
"in front of her. Hermione's hand shot into the air. Behind her","Book 5: Order of the Phoenix","chap-13"
"back, Malfoy did a buck-toothed imitation of her jumping up and down","Book 5: Order of the Phoenix","chap-13"
"in eagerness to answer a question. Pansy Parkinson gave a shriek of","Book 5: Order of the Phoenix","chap-13"
"laughter that turned almost at once into a scream, as the twigs","Book 5: Order of the Phoenix","chap-13"
"on the table leapt into the air and revealed themselves to be","Book 5: Order of the Phoenix","chap-13"
"what looked like tiny pixie-ish creatures made of wood, each with knobbly","Book 5: Order of the Phoenix","chap-13"
"brown arms and legs, two twiglike fingers at the end of each","Book 5: Order of the Phoenix","chap-13"
"hand and a funny flat, barklike face in which a pair of","Book 5: Order of the Phoenix","chap-13"
"beetle-brown eyes glittered.    'Oooooh!' said Parvati and Lavender, thoroughly","Book 5: Order of the Phoenix","chap-13"
"irritating Harry. Anyone would have thought Hagrid had never shown them impressive","Book 5: Order of the Phoenix","chap-13"
"creatures; admittedly, the Flobberworms had been a bit dull, but the Salamanders","Book 5: Order of the Phoenix","chap-13"
"and Hippogriffs had been interesting enough, and the Blast-Ended Skrewts perhaps too","Book 5: Order of the Phoenix","chap-13"
"much so.    'Kindly keep your voices down, girls!' said","Book 5: Order of the Phoenix","chap-13"
"Professor Grubbly-Plank sharply, scattering a handful of what looked like brown rice","Book 5: Order of the Phoenix","chap-13"
"among the stick-creatures, who immediately fell upon the food. 'So - anyone","Book 5: Order of the Phoenix","chap-13"
"know the names of these creatures? Miss Granger?'    'Bowtruckles,'","Book 5: Order of the Phoenix","chap-13"
"said Hermione. They're tree-guardians, usually live in wand-trees.'    'Five","Book 5: Order of the Phoenix","chap-13"
"points for Gryffindor,' said Professor Grubbly-Plank. 'Yes, these are Bowtruckles, and as","Book 5: Order of the Phoenix","chap-13"
"Miss Granger rightly says, they generally live in trees whose wood is","Book 5: Order of the Phoenix","chap-13"
"of wand quality. Anybody know what they eat?'    'Woodlice,'","Book 5: Order of the Phoenix","chap-13"
"said Hermione promptly, which explained why what Harry had taken to be","Book 5: Order of the Phoenix","chap-13"
"grains of brown rice were moving. 'But fairy eggs if they can","Book 5: Order of the Phoenix","chap-13"
"get them.'    'Good girl, take another five points.. So,","Book 5: Order of the Phoenix","chap-13"
"whenever you need leaves or wood from a tree in which a","Book 5: Order of the Phoenix","chap-13"
"Bowtruckle lodges, it is wise to have a gift of woodlice ready","Book 5: Order of the Phoenix","chap-13"
"to distract or placate it. They may not look dangerous, but if","Book 5: Order of the Phoenix","chap-13"
"angered they will try to gouge at human eyes with their fingers,","Book 5: Order of the Phoenix","chap-13"
"which, as you can see, are very sharp and not at all","Book 5: Order of the Phoenix","chap-13"
"desirable near the eyeballs. So if you'd like to gather closer, take","Book 5: Order of the Phoenix","chap-13"
"a few woodlice and a Bowtruckle - I have enough here for","Book 5: Order of the Phoenix","chap-13"
"one between three - you can study them more closely. I want","Book 5: Order of the Phoenix","chap-13"
"a sketch from each of you with all body-parts labelled by the","Book 5: Order of the Phoenix","chap-13"
"end of the lesson.'    The class surged forwards around","Book 5: Order of the Phoenix","chap-13"
"the trestle table. Harry deliberately circled around the back so that he","Book 5: Order of the Phoenix","chap-13"
"ended up right next to Professor Grubbly-Plank.    'Where's Hagrid?'","Book 5: Order of the Phoenix","chap-13"
"he asked her, while everyone else was choosing Bowtruckles.   ","Book 5: Order of the Phoenix","chap-13"
"'Never you mind,' said Professor Grubbly-Plank repressively, which had been her attitude","Book 5: Order of the Phoenix","chap-13"
"last time Hagrid had failed to turn up for a class, too. Smirking","Book 5: Order of the Phoenix","chap-13"
"all over his pointed face, Draco Malfoy leaned across Harry and seized","Book 5: Order of the Phoenix","chap-13"
"the largest Bowtruckle.    'Maybe,' said Malfoy in an undertone,","Book 5: Order of the Phoenix","chap-13"
"so that only Harry could hear him, 'the stupid great oaf's got","Book 5: Order of the Phoenix","chap-13"
"himself badly injured.'    'Maybe you will if you don't","Book 5: Order of the Phoenix","chap-13"
"shut up,' said Harry out of the side of his mouth. ","Book 5: Order of the Phoenix","chap-13"
"  'Maybe he's been messing with stuff that's too big for","Book 5: Order of the Phoenix","chap-13"
"him, if you get my drift.'    Malfoy walked away,","Book 5: Order of the Phoenix","chap-13"
"smirking over his shoulder at Harry, who felt suddenly sick. Did Malfoy","Book 5: Order of the Phoenix","chap-13"
"know something? His father was a Death Eater after all; what if","Book 5: Order of the Phoenix","chap-13"
"he had information about Hagrid's fate that had not yet reached the","Book 5: Order of the Phoenix","chap-13"
"ears of the Order? He hurried back around the table to Ron","Book 5: Order of the Phoenix","chap-13"
"and Hermione who were squatting on the grass some distance away and","Book 5: Order of the Phoenix","chap-13"
"attempting to persuade a Bowtruckle to remain still long enough for them","Book 5: Order of the Phoenix","chap-13"
"to draw it. Harry pulled out parchment and quill, crouched down beside","Book 5: Order of the Phoenix","chap-13"
"the others and related in a whisper what Malfoy had just said.","Book 5: Order of the Phoenix","chap-13"
"   'Dumbledore would know if something had happened to Hagrid,'","Book 5: Order of the Phoenix","chap-13"
"said Hermione at once. 'It's just playing into Malfoy's hands to look","Book 5: Order of the Phoenix","chap-13"
"worried; it tells him we don't know exactly what's going on. We've","Book 5: Order of the Phoenix","chap-13"
"got to ignore him, Harry. Here, hold the Bowtruckle for a moment,","Book 5: Order of the Phoenix","chap-13"
"just so I can draw its face . . .'  ","Book 5: Order of the Phoenix","chap-13"
" 'Yes,' came Malfoy's clear drawl from the group nearest them, 'Father","Book 5: Order of the Phoenix","chap-13"
"was talking to the Minister just a couple of days ago, you","Book 5: Order of the Phoenix","chap-13"
"know, and it sounds as though the Ministry's really determined to crack","Book 5: Order of the Phoenix","chap-13"
"down on sub-standard teaching in this place. So even if that overgrown","Book 5: Order of the Phoenix","chap-13"
"moron does show up again, he'll probably be sent packing straightaway.' ","Book 5: Order of the Phoenix","chap-13"
"  'OUCH!'    Harry had gripped the Bowtruckle so","Book 5: Order of the Phoenix","chap-13"
"hard that it had almost snapped, and it had just taken a","Book 5: Order of the Phoenix","chap-13"
"great retaliatory swipe at his hand with its sharp fingers, leaving two","Book 5: Order of the Phoenix","chap-13"
"long deep cuts there. Harry dropped it. Crabbe and Goyle, who had","Book 5: Order of the Phoenix","chap-13"
"already been guffawing at the idea of Hagrid being sacked, laughed still","Book 5: Order of the Phoenix","chap-13"
"harder as the Bowtruckle set off at full tilt towards the Forest,","Book 5: Order of the Phoenix","chap-13"
"a little moving stick-man soon swallowed up among the tree roots. When","Book 5: Order of the Phoenix","chap-13"
"the bell echoed distantly over the grounds, Harry rolled up his blood-stained","Book 5: Order of the Phoenix","chap-13"
"Bowtruckle picture and marched off to Herbology with his hand wrapped in","Book 5: Order of the Phoenix","chap-13"
"Hermione's handkerchief, and Malfoy's derisive laughter still ringing in his ears. ","Book 5: Order of the Phoenix","chap-13"
"  'If he calls Hagrid a moron one more time .","Book 5: Order of the Phoenix","chap-13"
". .' said Harry through gritted teeth.    'Harry, don't","Book 5: Order of the Phoenix","chap-13"
"go picking a row with Malfoy, don't forget, he's a prefect now,","Book 5: Order of the Phoenix","chap-13"
"he could make life difficult for you . . .'  ","Book 5: Order of the Phoenix","chap-13"
" 'Wow, I wonder what it'd be like to have a difficult","Book 5: Order of the Phoenix","chap-13"
"life?' said Harry sarcastically. Ron laughed, but Hermione frowned. Together, they traipsed","Book 5: Order of the Phoenix","chap-13"
"across the vegetable patch. The sky still appeared unable to make up","Book 5: Order of the Phoenix","chap-13"
"its mind whether it wanted to rain or not.   ","Book 5: Order of the Phoenix","chap-13"
"'I just wish Hagrid would hurry up and get back, that's all,'","Book 5: Order of the Phoenix","chap-13"
"said Harry in a low voice, as they reached the greenhouses. 'And","Book 5: Order of the Phoenix","chap-13"
"don't say that Grubbly-Plank woman's a better teacher!' he added threateningly. ","Book 5: Order of the Phoenix","chap-13"
"  'I wasn't going to,' said Hermione calmly.   ","Book 5: Order of the Phoenix","chap-13"
"'Because she'll never be as good as Hagrid,' said Harry firmly, fully","Book 5: Order of the Phoenix","chap-13"
"aware that he had just experienced an exemplary Care of Magical Creatures","Book 5: Order of the Phoenix","chap-13"
"lesson and was thoroughly annoyed about it.    The door","Book 5: Order of the Phoenix","chap-13"
"of the nearest greenhouse opened and some fourth-years spilled out of it,","Book 5: Order of the Phoenix","chap-13"
"including Ginny.    'Hi,' she said brightly as she passed.","Book 5: Order of the Phoenix","chap-13"
"A few seconds later, Luna Lovegood emerged, trailing behind the rest of","Book 5: Order of the Phoenix","chap-13"
"the class, a smudge of earth on her nose, and her hair","Book 5: Order of the Phoenix","chap-13"
"tied in a knot on the top of her head. When she","Book 5: Order of the Phoenix","chap-13"
"saw Harry, her prominent eyes seemed to bulge excitedly and she made","Book 5: Order of the Phoenix","chap-13"
"a beeline straight for him. Many of his classmates turned curiously to","Book 5: Order of the Phoenix","chap-13"
"watch. Luna took a great breath and then said, without so much","Book 5: Order of the Phoenix","chap-13"
"as a preliminary hello, 'I believe He Who Must Not Be Named","Book 5: Order of the Phoenix","chap-13"
"is back and I believe you fought him and escaped from him.'","Book 5: Order of the Phoenix","chap-13"
"   'Er - right,' said Harry awkwardly. Luna was wearing","Book 5: Order of the Phoenix","chap-13"
"what looked like a pair of orange radishes for earrings, a fact","Book 5: Order of the Phoenix","chap-13"
"that Parvati and Lavender seemed to have noticed, as they were both","Book 5: Order of the Phoenix","chap-13"
"giggling and pointing at her earlobes.    'You can laugh,'","Book 5: Order of the Phoenix","chap-13"
"Luna said, her voice rising, apparently under the impression that Parvati and","Book 5: Order of the Phoenix","chap-13"
"Lavender were laughing at what she had said rather than what she","Book 5: Order of the Phoenix","chap-13"
"was wearing, 'but people used to believe there were no such things","Book 5: Order of the Phoenix","chap-13"
"as the Blibbering Humdinger or the Crumple-Horned Snorkack!'    'Well,","Book 5: Order of the Phoenix","chap-13"
"they were right, weren't they?' said Hermione impatiently. There weren't any such","Book 5: Order of the Phoenix","chap-13"
"things as the Blibbering Humdinger or the Crumple-Horned Snorkack.'   ","Book 5: Order of the Phoenix","chap-13"
"Luna gave her a withering look and flounced away, radishes swinging madly.","Book 5: Order of the Phoenix","chap-13"
"Parvati and Lavender were not the only ones hooting with laughter now.","Book 5: Order of the Phoenix","chap-13"
"   'D'you mind not offending the only people who believe","Book 5: Order of the Phoenix","chap-13"
"me?' Harry asked Hermione as they made their way into class. ","Book 5: Order of the Phoenix","chap-13"
"  'Oh, for heaven's sake, Harry, you can do better than","Book 5: Order of the Phoenix","chap-13"
"her,' said Hermione. 'Ginny's told me all about her; apparently, she'll only","Book 5: Order of the Phoenix","chap-13"
"believe in things as long as there's no proof at all. Well,","Book 5: Order of the Phoenix","chap-13"
"I wouldn't expect anything else from someone whose father runs The Quibbler.'","Book 5: Order of the Phoenix","chap-13"
"   Harry thought of the sinister winged horses he had","Book 5: Order of the Phoenix","chap-13"
"seen on the night he had arrived and how Luna had said","Book 5: Order of the Phoenix","chap-13"
"she could see them too. His spirits sank slightly. Had she been","Book 5: Order of the Phoenix","chap-13"
"lying? But before he could devote much more thought to the matter,","Book 5: Order of the Phoenix","chap-13"
"Ernie Macmillan had stepped up to him.    'I want","Book 5: Order of the Phoenix","chap-13"
"you to know, Potter,' he said in a loud, carrying voice, 'that","Book 5: Order of the Phoenix","chap-13"
"it's not only weirdos who support you. I personally believe you one","Book 5: Order of the Phoenix","chap-13"
"hundred per cent. My family have always stood firm behind Dumbledore, and","Book 5: Order of the Phoenix","chap-13"
"so do I.'    'Er - thanks very much, Ernie,'","Book 5: Order of the Phoenix","chap-13"
"said Harry, taken aback but pleased. Ernie might be pompous on occasions","Book 5: Order of the Phoenix","chap-13"
"like this, but Harry was in a mood to deeply appreciate a","Book 5: Order of the Phoenix","chap-13"
"vote of confidence from somebody who did not have radishes dangling from","Book 5: Order of the Phoenix","chap-13"
"their ears. Ernie's words had certainly wiped the smile from Lavender Browns","Book 5: Order of the Phoenix","chap-13"
"face and as he turned to talk to Ron and Hermione, Harry caught","Book 5: Order of the Phoenix","chap-13"
"Seamus's expression, which looked both confused and defiant.    To","Book 5: Order of the Phoenix","chap-13"
"nobody's surprise, Professor Sprout started their lesson by lecturing them about the","Book 5: Order of the Phoenix","chap-13"
"importance of OWLs. Harry wished all the teachers would stop doing this;","Book 5: Order of the Phoenix","chap-13"
"he was starting to get an anxious, twisted feeling in his stomach","Book 5: Order of the Phoenix","chap-13"
"every time he remembered how much homework he had to do, a","Book 5: Order of the Phoenix","chap-13"
"feeling that worsened dramatically when Professor Sprout gave them yet another essay","Book 5: Order of the Phoenix","chap-13"
"at the end of class. Tired and smelling strongly of dragon dung,","Book 5: Order of the Phoenix","chap-13"
"Professor Sprouts preferred type of fertiliser, the Gryffindors trooped back up to","Book 5: Order of the Phoenix","chap-13"
"the castle an hour and a half later, none of them talking","Book 5: Order of the Phoenix","chap-13"
"very much; it had been another long day.    As","Book 5: Order of the Phoenix","chap-13"
"Harry was starving, and he had his first detention with Umbridge at","Book 5: Order of the Phoenix","chap-13"
"five o'clock, he headed straight for dinner without dropping off his bag","Book 5: Order of the Phoenix","chap-13"
"in Gryffindor Tower so that he could bolt something down before facing","Book 5: Order of the Phoenix","chap-13"
"whatever she had in store for him. He had barely reached the","Book 5: Order of the Phoenix","chap-13"
"entrance of the Great Hall, however, when a loud and angry voice","Book 5: Order of the Phoenix","chap-13"
"yelled, 'Oi, Potter!'    'What now?' he muttered wearily, turning","Book 5: Order of the Phoenix","chap-13"
"to face Angelina Johnson, who looked as though she was in a","Book 5: Order of the Phoenix","chap-13"
"towering temper.    'I'll tell you what now,' she said,","Book 5: Order of the Phoenix","chap-13"
"marching straight up to him and poking him hard in the chest","Book 5: Order of the Phoenix","chap-13"
"with her finger. 'How come you've landed yourself in detention for five","Book 5: Order of the Phoenix","chap-13"
"o'clock on Friday?'    'What?' said Harry. 'Why . .","Book 5: Order of the Phoenix","chap-13"
". oh yeah, Keeper tryouts!'    'Now he remembers!' snarled","Book 5: Order of the Phoenix","chap-13"
"Angelina. 'Didn't I tell you I wanted to do a tryout with","Book 5: Order of the Phoenix","chap-13"
"the whole team, and find someone who fitted in with everyone? Didn't","Book 5: Order of the Phoenix","chap-13"
"I tell you I'd booked the Quidditch pitch specially? And now you've","Book 5: Order of the Phoenix","chap-13"
"decided you're not going to be there!'    'I didn't","Book 5: Order of the Phoenix","chap-13"
"decide not to be there!' said Harry, stung by the injustice of","Book 5: Order of the Phoenix","chap-13"
"these words. 'I got detention from that Umbridge woman, just because I","Book 5: Order of the Phoenix","chap-13"
"told her the truth about You-Know-Who.'    'Well, you can","Book 5: Order of the Phoenix","chap-13"
"just go straight to her and ask her to let you off","Book 5: Order of the Phoenix","chap-13"
"en Friday,' said Angelina fiercely, 'and I don't care how you do","Book 5: Order of the Phoenix","chap-13"
"it. Tell her You-Know-Who's a figment of your imagination if you like,","Book 5: Order of the Phoenix","chap-13"
"just make sure you're there!'    She turned on her","Book 5: Order of the Phoenix","chap-13"
"heel and stormed away.    'You know what.?' Harry said","Book 5: Order of the Phoenix","chap-13"
"to Ron and Hermione as they entered the Great Hall. 'I think","Book 5: Order of the Phoenix","chap-13"
"we'd better check with Puddlemere United whether Oliver Wood's been killed during","Book 5: Order of the Phoenix","chap-13"
"a training session, because Angelina seems to be channelling his spirit.' ","Book 5: Order of the Phoenix","chap-13"
"  'What d'you reckon are the odds of Umbridge letting you","Book 5: Order of the Phoenix","chap-13"
"off on Friday?' said Ron sceptically, as they sat down at the","Book 5: Order of the Phoenix","chap-13"
"Gryffindor table.    'Less than zero,' said Harry glumly, tipping","Book 5: Order of the Phoenix","chap-13"
"lamb chops on to his plate and starting to eat. 'Better try,","Book 5: Order of the Phoenix","chap-13"
"though, hadn't I? I'll offer to do two more detentions or something,","Book 5: Order of the Phoenix","chap-13"
"I dunno . . .' He swallowed a mouthful of potato and","Book 5: Order of the Phoenix","chap-13"
"added, 'I hope she doesn't keep me too long this evening. You","Book 5: Order of the Phoenix","chap-13"
"realise we've got to write three essays, practise Vanishing Spells for McGonagall,","Book 5: Order of the Phoenix","chap-13"
"work out a counter-charm for Flitwick, finish the Bowtruckle drawing and start","Book 5: Order of the Phoenix","chap-13"
"that stupid dream diary for Trelawney?'    Ron moaned and","Book 5: Order of the Phoenix","chap-13"
"for some reason glanced up at the ceiling.    'And","Book 5: Order of the Phoenix","chap-13"
"it looks like it's going to rain.'    'What's that","Book 5: Order of the Phoenix","chap-13"
"got to do with our homework?' said Hermione, her eyebrows raised. ","Book 5: Order of the Phoenix","chap-13"
"  'Nothing,' said Ron at once, his ears reddening.  ","Book 5: Order of the Phoenix","chap-13"
" At five to five Harry bade the other two goodbye and","Book 5: Order of the Phoenix","chap-13"
"set off for Umbridge's office on the third floor. When he knocked","Book 5: Order of the Phoenix","chap-13"
"on the door she called, 'Come in,' in a sugary voice. He","Book 5: Order of the Phoenix","chap-13"
"entered cautiously, looking around.    He had known this office","Book 5: Order of the Phoenix","chap-13"
"under three of its previous occupants.    In the days","Book 5: Order of the Phoenix","chap-13"
"when Gilderoy Lockhart had lived here it had been plastered in beaming","Book 5: Order of the Phoenix","chap-13"
"portraits of himself. When Lupin had occupied it, it was likely you","Book 5: Order of the Phoenix","chap-13"
"would meet some fascinating Dark creature in a cage or tank if","Book 5: Order of the Phoenix","chap-13"
"you came to call. In the impostor Moody's days it had been","Book 5: Order of the Phoenix","chap-13"
"packed with various instruments and artefacts for the detection of wrongdoing and","Book 5: Order of the Phoenix","chap-13"
"concealment.    Now, however, it looked totally unrecognisable. The surfaces","Book 5: Order of the Phoenix","chap-13"
"had all been draped in lacy covers and cloths. There were several","Book 5: Order of the Phoenix","chap-13"
"vases full of dried flowers, each one residing on its own doily,","Book 5: Order of the Phoenix","chap-13"
"and on one of the walls was a collection of ornamental plates,","Book 5: Order of the Phoenix","chap-13"
"each decorated with a large technicolour kitten wearing a different bow around","Book 5: Order of the Phoenix","chap-13"
"its neck. These were so foul that Harry stared at them, transfixed,","Book 5: Order of the Phoenix","chap-13"
"until Professor Umbridge spoke again.    'Good evening, Mr Potter.'","Book 5: Order of the Phoenix","chap-13"
"   Harry started and looked around. He had not noticed","Book 5: Order of the Phoenix","chap-13"
"her at first because she was wearing a luridly flowered set of","Book 5: Order of the Phoenix","chap-13"
"robes that blended only too well with the tablecloth on the desk","Book 5: Order of the Phoenix","chap-13"
"behind her.    'Evening, Professor Umbridge,' Harry said stiffly. ","Book 5: Order of the Phoenix","chap-13"
"  'Well, sit down,' she said, pointing towards a small table","Book 5: Order of the Phoenix","chap-13"
"draped in lace beside which she had drawn up a straight-backed chair.","Book 5: Order of the Phoenix","chap-13"
"A piece of blank parchment lay on the table, apparently waiting for","Book 5: Order of the Phoenix","chap-13"
"him.    'Er,' said Harry, without moving. 'Professor Umbridge. Er","Book 5: Order of the Phoenix","chap-13"
"- before we start, I - I wanted to ask you a","Book 5: Order of the Phoenix","chap-13"
". . . a favour.'    Her bulging eyes narrowed.","Book 5: Order of the Phoenix","chap-13"
"   'Oh, yes?'    'Well, I'm . .","Book 5: Order of the Phoenix","chap-13"
". I'm in the Gryffindor Quidditch team. And I was supposed to","Book 5: Order of the Phoenix","chap-13"
"be at the tryouts for the new Keeper at five o'clock on","Book 5: Order of the Phoenix","chap-13"
"Friday and I was - was wondering whether I could skip detention","Book 5: Order of the Phoenix","chap-13"
"that night and do it - do it another night . .","Book 5: Order of the Phoenix","chap-13"
". instead . . .'    He knew long before","Book 5: Order of the Phoenix","chap-13"
"he reached the end of his sentence that it was no good.","Book 5: Order of the Phoenix","chap-13"
"   'Oh, no,' said Umbridge, smiling so widely that she","Book 5: Order of the Phoenix","chap-13"
"looked as though she had just swallowed a particularly juicy fly. 'Oh,","Book 5: Order of the Phoenix","chap-13"
"no, no, no. This is your punishment for spreading evil, nasty, attention-seeking","Book 5: Order of the Phoenix","chap-13"
"stories, Mr Potter, and punishments certainly cannot be adjusted to suit the","Book 5: Order of the Phoenix","chap-13"
"guilty one's convenience. No, you will come here at five o'clock tomorrow,","Book 5: Order of the Phoenix","chap-13"
"and the next day, and on Friday too, and you will do","Book 5: Order of the Phoenix","chap-13"
"your detentions as planned. I think it rather a good thing that you","Book 5: Order of the Phoenix","chap-13"
"are missing something you really want to do. It ought to reinforce","Book 5: Order of the Phoenix","chap-13"
"the lesson I am trying to teach you.'    Harry","Book 5: Order of the Phoenix","chap-13"
"felt the blood surge to his head and heard a thumping noise","Book 5: Order of the Phoenix","chap-13"
"in his ears. So he told 'evil, nasty, attention-seeking stones', did he?","Book 5: Order of the Phoenix","chap-13"
"   She was watching him with her head slightly to","Book 5: Order of the Phoenix","chap-13"
"one side, still smiling widely, as though she knew exactly what he","Book 5: Order of the Phoenix","chap-13"
"was thinking and was waiting to see whether he would start shouting","Book 5: Order of the Phoenix","chap-13"
"again. With a massive effort, Harry looked away from her, dropped his","Book 5: Order of the Phoenix","chap-13"
"schoolbag beside the straight-backed chair and sat down.    'There,'","Book 5: Order of the Phoenix","chap-13"
"said Umbridge sweetly, 'we're getting better at controlling our temper already, aren't","Book 5: Order of the Phoenix","chap-13"
"we? Now, you are going to be doing some lines for me,","Book 5: Order of the Phoenix","chap-13"
"Mr Potter. No, not with your quill,' she added, as Harry bent","Book 5: Order of the Phoenix","chap-13"
"down to open his bag. 'You're going to be using a rather","Book 5: Order of the Phoenix","chap-13"
"special one of mine. Here you are.'    She handed","Book 5: Order of the Phoenix","chap-13"
"him a long, thin black quill with an unusually sharp point. ","Book 5: Order of the Phoenix","chap-13"
"  'I want you to write, I must not tell lies,'","Book 5: Order of the Phoenix","chap-13"
"she told him softly.    'How many times?' Harry asked,","Book 5: Order of the Phoenix","chap-13"
"with a creditable imitation of politeness.    'Oh, as long","Book 5: Order of the Phoenix","chap-13"
"as it takes for the message to sink in,' said Umbridge sweetly.","Book 5: Order of the Phoenix","chap-13"
"'Off you go.'    She moved over to her desk,","Book 5: Order of the Phoenix","chap-13"
"sat down and bent over a stack of parchment that looked like","Book 5: Order of the Phoenix","chap-13"
"essays for marking. Harry raised the sharp black quill, then realised what","Book 5: Order of the Phoenix","chap-13"
"was missing.    'You haven't given me any ink,' he","Book 5: Order of the Phoenix","chap-13"
"said.    'Oh, you won't need ink,' said Professor Umbridge,","Book 5: Order of the Phoenix","chap-13"
"with the merest suggestion of a laugh in her voice.  ","Book 5: Order of the Phoenix","chap-13"
" Harry placed the point of the quill on the paper and","Book 5: Order of the Phoenix","chap-13"
"wrote: I must not tell lies.    He let out","Book 5: Order of the Phoenix","chap-13"
"a gasp of pain. The words had appeared on the parchment in","Book 5: Order of the Phoenix","chap-13"
"what appeared to be shining red ink. At the same time, the","Book 5: Order of the Phoenix","chap-13"
"words had appeared on the back of Harry's right hand, cut into","Book 5: Order of the Phoenix","chap-13"
"his skin as though traced there by a scalpel - yet even","Book 5: Order of the Phoenix","chap-13"
"as he stared at the shining cut, the skin healed over again,","Book 5: Order of the Phoenix","chap-13"
"leaving the place where it had been slightly redder than before but","Book 5: Order of the Phoenix","chap-13"
"quite smooth.    Harry looked round at Umbridge. She was","Book 5: Order of the Phoenix","chap-13"
"watching him, her wide, toadlike mouth stretched in a smile.  ","Book 5: Order of the Phoenix","chap-13"
" 'Yes?'    'Nothing,' said Harry quietly.   ","Book 5: Order of the Phoenix","chap-13"
"He looked back at the parchment, placed the quill on it once","Book 5: Order of the Phoenix","chap-13"
"more, wrote I must not tell lies, and felt the searing pain","Book 5: Order of the Phoenix","chap-13"
"on the back of his hand for a second time; once again,","Book 5: Order of the Phoenix","chap-13"
"the words had been cut into his skin; once again, they healed","Book 5: Order of the Phoenix","chap-13"
"over seconds later.    And on it went. Again and","Book 5: Order of the Phoenix","chap-13"
"again Harry wrote the words on the parchment in what he soon","Book 5: Order of the Phoenix","chap-13"
"came to realise was not ink, but his own blood. And, again","Book 5: Order of the Phoenix","chap-13"
"and again, the words were cut into the back of his hand,","Book 5: Order of the Phoenix","chap-13"
"healed, and reappeared the next time he set quill to parchment. ","Book 5: Order of the Phoenix","chap-13"
"  Darkness fell outside Umbridge's window. Harry did not ask when","Book 5: Order of the Phoenix","chap-13"
"he would be allowed to stop. He did not even check his","Book 5: Order of the Phoenix","chap-13"
"watch. He knew she was watching him for signs of weakness and","Book 5: Order of the Phoenix","chap-13"
"he was not going to show any, not even if he had","Book 5: Order of the Phoenix","chap-13"
"to sit there all night, cutting open his own hand with this","Book 5: Order of the Phoenix","chap-13"
"quill . . .    'Come here,' she said, after","Book 5: Order of the Phoenix","chap-13"
"what seemed hours.    He stood up. His hand was","Book 5: Order of the Phoenix","chap-13"
"stinging painfully. When he looked down at it he saw that the","Book 5: Order of the Phoenix","chap-13"
"cut had healed, but that the skin there was red raw. ","Book 5: Order of the Phoenix","chap-13"
"  'Hand,' she said.    He extended it. She","Book 5: Order of the Phoenix","chap-13"
"took it in her own. Harry repressed a shudder as she touched","Book 5: Order of the Phoenix","chap-13"
"him with her thick, stubby fingers on which she wore a number","Book 5: Order of the Phoenix","chap-13"
"of ugly old rings.    'Tut, tut, I don't seem","Book 5: Order of the Phoenix","chap-13"
"to have made much of an impression yet,' she said, smiling. 'Well,","Book 5: Order of the Phoenix","chap-13"
"we'll just have to try again tomorrow evening, won't we? You may","Book 5: Order of the Phoenix","chap-13"
"go.'    Harry left her office without a word. The","Book 5: Order of the Phoenix","chap-13"
"school was quite deserted; it was surely past midnight. He walked slowly","Book 5: Order of the Phoenix","chap-13"
"up the corridor, then, when he had turned the corner and was","Book 5: Order of the Phoenix","chap-13"
"sure she would not hear him, broke into a run.*He had not","Book 5: Order of the Phoenix","chap-13"
"had time to practise Vanishing Spells, had not written a single dream","Book 5: Order of the Phoenix","chap-13"
"in his dream diary and had not finished the drawing of the","Book 5: Order of the Phoenix","chap-13"
"Bowtruckle, nor had he written his essays. He skipped breakfast next morning","Book 5: Order of the Phoenix","chap-13"
"to scribble down a couple of made-up dreams for Divination, their first","Book 5: Order of the Phoenix","chap-13"
"lesson, and was surprised to find a dishevelled Ron keeping him company.","Book 5: Order of the Phoenix","chap-13"
"   'How come you didn't do it last night?' Harry","Book 5: Order of the Phoenix","chap-13"
"asked, as Ron stared wildly around the common room for inspiration. Ron,","Book 5: Order of the Phoenix","chap-13"
"who had been fast asleep when Harry got back to the dormitory,","Book 5: Order of the Phoenix","chap-13"
"muttered something about 'doing other stuff, bent low over his parchment and","Book 5: Order of the Phoenix","chap-13"
"scrawled a few words.    'That'll have to do,' he","Book 5: Order of the Phoenix","chap-13"
