"text","book","chapter"
"do you? No wonder he's looking so nervous, that's Professor Snape. He","Book 1: Philosopher's Stone","chap-7"
"teaches Potions, but he doesn't want to -- everyone knows he's after","Book 1: Philosopher's Stone","chap-7"
"Quirrell's job. Knows an awful lot about the Dark Arts, Snape.` ","Book 1: Philosopher's Stone","chap-7"
"Harry watched Snape for a while, but Snape didn't look at him","Book 1: Philosopher's Stone","chap-7"
"again.  At last, the desserts too disappeared, and Professor Dumbledore got","Book 1: Philosopher's Stone","chap-7"
"to his feet again. The hall fell silent.  `Ahern -- just","Book 1: Philosopher's Stone","chap-7"
"a few more words now that we are all fed and watered.","Book 1: Philosopher's Stone","chap-7"
"I have a few start-of-term notices to give you.  `First years","Book 1: Philosopher's Stone","chap-7"
"should note that the forest on the grounds is forbidden to all","Book 1: Philosopher's Stone","chap-7"
"pupils. And a few of our older students would do well to","Book 1: Philosopher's Stone","chap-7"
"remember that as well.`  Dumbledore's twinkling eyes flashed in the direction","Book 1: Philosopher's Stone","chap-7"
"of the Weasley twins.  `I have also been asked by Mr.","Book 1: Philosopher's Stone","chap-7"
"Filch, the caretaker, to remind you all that no magic should be","Book 1: Philosopher's Stone","chap-7"
"used between classes in the corridors.  `Quidditch trials will be held","Book 1: Philosopher's Stone","chap-7"
"in the second week of the term. Anyone interested in playing for","Book 1: Philosopher's Stone","chap-7"
"their house teams should contact Madam Hooch.  `And finally, I must","Book 1: Philosopher's Stone","chap-7"
"tell you that this year, the third-floor corridor on the right-hand side","Book 1: Philosopher's Stone","chap-7"
"is out of bounds to everyone who does not wish to die","Book 1: Philosopher's Stone","chap-7"
"a very painful death.`  Harry laughed, but he was one of","Book 1: Philosopher's Stone","chap-7"
"the few who did.  `He's not serious?` he muttered to Percy.","Book 1: Philosopher's Stone","chap-7"
" `Must be,` said Percy, frowning at Dumbledore. `It's odd, because he","Book 1: Philosopher's Stone","chap-7"
"usually gives us a reason why we're not allowed to go somewhere","Book 1: Philosopher's Stone","chap-7"
"-- the forest's full of dangerous beasts, everyone knows that. I do","Book 1: Philosopher's Stone","chap-7"
"think he might have told us prefects, at least.`  `And now,","Book 1: Philosopher's Stone","chap-7"
"before we go to bed, let us sing the school song!` cried","Book 1: Philosopher's Stone","chap-7"
"Dumbledore. Harry noticed that the other teachers' smiles had become rather fixed.","Book 1: Philosopher's Stone","chap-7"
" Dumbledore gave his wand a little flick, as if he was","Book 1: Philosopher's Stone","chap-7"
"trying to get a fly off the end, and a long golden","Book 1: Philosopher's Stone","chap-7"
"ribbon flew out of it, which rose high above the tables and","Book 1: Philosopher's Stone","chap-7"
"twisted itself, snakelike, into words.  `Everyone pick their favorite tune,` said","Book 1: Philosopher's Stone","chap-7"
"Dumbledore, `and off we go!` And the school bellowed:  `Hogwarts, Hogwarts,","Book 1: Philosopher's Stone","chap-7"
"Hoggy Warty Hogwarts,  Teach us something please,  Whether we be","Book 1: Philosopher's Stone","chap-7"
"old and bald  Or young with scabby knees,  Our heads","Book 1: Philosopher's Stone","chap-7"
"could do with filling  With some interesting stuff,  For now","Book 1: Philosopher's Stone","chap-7"
"they're bare and full of air,  Dead flies and bits of","Book 1: Philosopher's Stone","chap-7"
"fluff,  So teach us things worth knowing,  Bring back what","Book 1: Philosopher's Stone","chap-7"
"we've forgot,  just do your best, we'll do the rest, ","Book 1: Philosopher's Stone","chap-7"
"And learn until our brains all rot.  Everybody finished the song","Book 1: Philosopher's Stone","chap-7"
"at different times. At last, only the Weasley twins were left singing","Book 1: Philosopher's Stone","chap-7"
"along to a very slow funeral march. Dumbledore conducted their last few","Book 1: Philosopher's Stone","chap-7"
"lines with his wand and when they had finished, he was one","Book 1: Philosopher's Stone","chap-7"
"of those who clapped loudest.  `Ah, music,` he said, wiping his","Book 1: Philosopher's Stone","chap-7"
"eyes. `A magic beyond all we do here! And now, bedtime. Off","Book 1: Philosopher's Stone","chap-7"
"you trot!`  The Gryffindor first years followed Percy through the chattering","Book 1: Philosopher's Stone","chap-7"
"crowds, out of the Great Hall, and up the marble staircase. Harry's","Book 1: Philosopher's Stone","chap-7"
"legs were like lead again, but only because he was so tired","Book 1: Philosopher's Stone","chap-7"
"and full of food. He was too sleepy even to be surprised","Book 1: Philosopher's Stone","chap-7"
"that the people in the portraits along the corridors whispered and pointed","Book 1: Philosopher's Stone","chap-7"
"as they passed, or that twice Percy led them through doorways hidden","Book 1: Philosopher's Stone","chap-7"
"behind sliding panels and hanging tapestries. They climbed more staircases, yawning and","Book 1: Philosopher's Stone","chap-7"
"dragging their feet, and Harry was just wondering how much farther they","Book 1: Philosopher's Stone","chap-7"
"had to go when they came to a sudden halt.  A","Book 1: Philosopher's Stone","chap-7"
"bundle of walking sticks was floating in midair ahead of them, and","Book 1: Philosopher's Stone","chap-7"
"as Percy took a step toward them they started throwing themselves at","Book 1: Philosopher's Stone","chap-7"
"him.  `Peeves,` Percy whispered to the first years. `A poltergeist.` He","Book 1: Philosopher's Stone","chap-7"
"raised his voice, `Peeves -- show yourself`  A loud, rude sound,","Book 1: Philosopher's Stone","chap-7"
"like the air being let out of a balloon, answered.  `Do","Book 1: Philosopher's Stone","chap-7"
"you want me to go to the Bloody Baron?`  There was","Book 1: Philosopher's Stone","chap-7"
"a pop, and a little man with wicked, dark eyes and a","Book 1: Philosopher's Stone","chap-7"
"wide mouth appeared, floating cross- legged in the air, clutching the walking","Book 1: Philosopher's Stone","chap-7"
"sticks.  `Oooooooh!` he said, with an evil cackle. `Ickle Firsties! What","Book 1: Philosopher's Stone","chap-7"
"fun!`  He swooped suddenly at them. They all ducked.  `Go","Book 1: Philosopher's Stone","chap-7"
"away, Peeves, or the Baron'll hear about this, I mean it!` barked","Book 1: Philosopher's Stone","chap-7"
"Percy.  Peeves stuck out his tongue and vanished, dropping the walking","Book 1: Philosopher's Stone","chap-7"
"sticks on Neville's head. They heard him zooming away, rattling coats of","Book 1: Philosopher's Stone","chap-7"
"armor as he passed.  `You want to watch out for Peeves,`","Book 1: Philosopher's Stone","chap-7"
"said Percy, as they set off again. `The Bloody Baron's the only","Book 1: Philosopher's Stone","chap-7"
"one who can control him, he won't even listen to us prefects.","Book 1: Philosopher's Stone","chap-7"
"Here we are.`  At the very end of the corridor hung","Book 1: Philosopher's Stone","chap-7"
"a portrait of a very fat woman in a pink silk dress.","Book 1: Philosopher's Stone","chap-7"
" `Password?` she said. `Caput Draconis,` said Percy, and the portrait swung","Book 1: Philosopher's Stone","chap-7"
"forward to reveal a round hole in the wall. They all scrambled","Book 1: Philosopher's Stone","chap-7"
"through it -- Neville needed a leg up -- and found themselves","Book 1: Philosopher's Stone","chap-7"
"in the Gryffindor common room, a cozy, round room full of squashy","Book 1: Philosopher's Stone","chap-7"
"armchairs.  Percy directed the girls through one door to their dormitory","Book 1: Philosopher's Stone","chap-7"
"and the boys through another. At the top of a spiral staircase","Book 1: Philosopher's Stone","chap-7"
"-- they were obviously in one of the towers -- they found","Book 1: Philosopher's Stone","chap-7"
"their beds at last: five four-posters hung with deep red, velvet curtains.","Book 1: Philosopher's Stone","chap-7"
"Their trunks had already been brought up. Too tired to talk much,","Book 1: Philosopher's Stone","chap-7"
"they pulled on their pajamas and fell into bed.  ` Great","Book 1: Philosopher's Stone","chap-7"
"food, isn't it?` Ron muttered to Harry through the hangings. `Get off,","Book 1: Philosopher's Stone","chap-7"
"Scabbers! He's chewing my sheets.`  Harry was going to ask Ron","Book 1: Philosopher's Stone","chap-7"
"if he'd had any of the treacle tart, but he fell asleep","Book 1: Philosopher's Stone","chap-7"
"almost at once.  Perhaps Harry had eaten a bit too much,","Book 1: Philosopher's Stone","chap-7"
"because he had a very strange dream. He was wearing Professor Quirrell's","Book 1: Philosopher's Stone","chap-7"
"turban, which kept talking to him, telling him he must transfer to","Book 1: Philosopher's Stone","chap-7"
"Slytherin at once, because it was his destiny. Harry told the turban","Book 1: Philosopher's Stone","chap-7"
"he didn't want to be in Slytherin; it got heavier and heavier;","Book 1: Philosopher's Stone","chap-7"
"he tried to pull it off but it tightened painfully -- and","Book 1: Philosopher's Stone","chap-7"
"there was Malfoy, laughing at him as he struggled with it -then","Book 1: Philosopher's Stone","chap-7"
"Malfoy turned into the hook-nosed teacher, Snape, whose laugh became high and","Book 1: Philosopher's Stone","chap-7"
"cold -- there was a burst of green light and Harry woke,","Book 1: Philosopher's Stone","chap-7"
"sweating and shaking.  He rolled over and fell asleep again, and","Book 1: Philosopher's Stone","chap-7"
"when he woke next day, he didn't remember the dream at all.  ","Book 1: Philosopher's Stone","chap-7"
"THE POTIONS MASTER  There, look.`  `Where?`  `Next to the","Book 1: Philosopher's Stone","chap-8"
"tall kid with the red hair.`  `Wearing the glasses?`  `Did","Book 1: Philosopher's Stone","chap-8"
"you see his face?`  `Did you see his scar?`  Whispers","Book 1: Philosopher's Stone","chap-8"
"followed Harry from the moment he left his dormitory the next day.","Book 1: Philosopher's Stone","chap-8"
"People lining up outside classrooms stood on tiptoe to get a look","Book 1: Philosopher's Stone","chap-8"
"at him, or doubled back to pass him in the corridors again,","Book 1: Philosopher's Stone","chap-8"
"staring. Harry wished they wouldn't, because he was trying to concentrate on","Book 1: Philosopher's Stone","chap-8"
"finding his way to classes.  There were a hundred and forty-two","Book 1: Philosopher's Stone","chap-8"
"staircases at Hogwarts: wide, sweeping ones; narrow, rickety ones; some that led","Book 1: Philosopher's Stone","chap-8"
"somewhere different on a Friday; some with a vanishing step halfway up","Book 1: Philosopher's Stone","chap-8"
"that you had to remember to jump. Then there were doors that","Book 1: Philosopher's Stone","chap-8"
"wouldn't open unless you asked politely, or tickled them in exactly the","Book 1: Philosopher's Stone","chap-8"
"right place, and doors that weren't really doors at all, but solid","Book 1: Philosopher's Stone","chap-8"
"walls just pretending. It was also very hard to remember where anything","Book 1: Philosopher's Stone","chap-8"
"was, because it all seemed to move around a lot. The people","Book 1: Philosopher's Stone","chap-8"
"in the portraits kept going to visit each other, and Harry was","Book 1: Philosopher's Stone","chap-8"
"sure the coats of armor could walk.  The ghosts didn't help,","Book 1: Philosopher's Stone","chap-8"
"either. It was always a nasty shock when one of them glided","Book 1: Philosopher's Stone","chap-8"
"suddenly through a door you were trying to open. Nearly Headless Nick","Book 1: Philosopher's Stone","chap-8"
"was always happy to point new Gryffindors in the right direction, but","Book 1: Philosopher's Stone","chap-8"
"Peeves the Poltergeist was worth two locked doors and a trick staircase","Book 1: Philosopher's Stone","chap-8"
"if you met him when you were late for class. He would","Book 1: Philosopher's Stone","chap-8"
"drop wastepaper baskets on your head, pull rugs from under your feet,","Book 1: Philosopher's Stone","chap-8"
"pelt you with bits of chalk, or sneak up behind you, invisible,","Book 1: Philosopher's Stone","chap-8"
"grab your nose, and screech, `GOT YOUR CONK!`  Even worse than","Book 1: Philosopher's Stone","chap-8"
"Peeves, if that was possible, was the caretaker, Argus Filch. Harry and","Book 1: Philosopher's Stone","chap-8"
"Ron managed to get on the wrong side of him on their","Book 1: Philosopher's Stone","chap-8"
"very first morning. Filch found them trying to force their way through","Book 1: Philosopher's Stone","chap-8"
"a door that unluckily turned out to be the entrance to the","Book 1: Philosopher's Stone","chap-8"
"out-of-bounds corridor on the third floor. He wouldn't believe they were lost,","Book 1: Philosopher's Stone","chap-8"
"was sure they were trying to break into it on purpose, and","Book 1: Philosopher's Stone","chap-8"
"was threatening to lock them in the dungeons when they were rescued","Book 1: Philosopher's Stone","chap-8"
"by Professor Quirrell, who was passing.  Filch owned a cat called","Book 1: Philosopher's Stone","chap-8"
"Mrs. Norris, a scrawny, dust-colored creature with bulging, lamp like eyes just","Book 1: Philosopher's Stone","chap-8"
"like Filch's. She patrolled the corridors alone. Break a rule in front","Book 1: Philosopher's Stone","chap-8"
"of her, put just one toe out of line, and she'd whisk","Book 1: Philosopher's Stone","chap-8"
"off for Filch, who'd appear, wheezing, two seconds later. Filch knew the","Book 1: Philosopher's Stone","chap-8"
"secret passageways of the school better than anyone (except perhaps the Weasley","Book 1: Philosopher's Stone","chap-8"
"twins) and could pop up as suddenly as any of the ghosts.","Book 1: Philosopher's Stone","chap-8"
"The students all hated him, and it was the dearest ambition of","Book 1: Philosopher's Stone","chap-8"
"many to give Mrs. Norris a good kick.  And then, once","Book 1: Philosopher's Stone","chap-8"
"you had managed to find them, there were the classes themselves. There","Book 1: Philosopher's Stone","chap-8"
"was a lot more to magic, as Harry quickly found out, than","Book 1: Philosopher's Stone","chap-8"
"waving your wand and saying a few funny words.  They had","Book 1: Philosopher's Stone","chap-8"
"to study the night skies through their telescopes every Wednesday at midnight","Book 1: Philosopher's Stone","chap-8"
"and learn the names of different stars and the movements of the","Book 1: Philosopher's Stone","chap-8"
"planets. Three times a week they went out to the greenhouses behind","Book 1: Philosopher's Stone","chap-8"
"the castle to study Herbology, with a dumpy little witch called Professor","Book 1: Philosopher's Stone","chap-8"
"Sprout, where they learned how to take care of all the strange","Book 1: Philosopher's Stone","chap-8"
"plants and fungi, and found out what they were used for. ","Book 1: Philosopher's Stone","chap-8"
"Easily the most boring class was History of Magic, which was the","Book 1: Philosopher's Stone","chap-8"
"only one taught by a ghost. Professor Binns had been very old","Book 1: Philosopher's Stone","chap-8"
" indeed when he had fallen asleep in front of the staff","Book 1: Philosopher's Stone","chap-8"
"room fire and got up next morning to teach, leaving his body","Book 1: Philosopher's Stone","chap-8"
"behind him. Binns droned on and on while they scribbled down names","Book 1: Philosopher's Stone","chap-8"
"and dates, and got Emetic the Evil and Uric the Oddball mixed","Book 1: Philosopher's Stone","chap-8"
"up.  Professor Flitwick, the Charms teacher, was a tiny little wizard","Book 1: Philosopher's Stone","chap-8"
"who had to stand on a pile of books to see over","Book 1: Philosopher's Stone","chap-8"
"his desk. At the start of their first class he took the","Book 1: Philosopher's Stone","chap-8"
"roll call, and when he reached Harry's name he gave an excited","Book 1: Philosopher's Stone","chap-8"
"squeak and toppled out of sight.  Professor McGonagall was again different.","Book 1: Philosopher's Stone","chap-8"
"Harry had been quite right to think she wasn't a teacher to","Book 1: Philosopher's Stone","chap-8"
"cross. Strict and clever, she gave them a talking-to the moment they","Book 1: Philosopher's Stone","chap-8"
"sat down in her first class.  `Transfiguration is some of the","Book 1: Philosopher's Stone","chap-8"
"most complex and dangerous magic you will learn at Hogwarts,` she said.","Book 1: Philosopher's Stone","chap-8"
"`Anyone messing around in my class will leave and not come back.","Book 1: Philosopher's Stone","chap-8"
"You have been warned.`  Then she changed her desk into a","Book 1: Philosopher's Stone","chap-8"
"pig and back again. They were all very impressed and couldn't wait","Book 1: Philosopher's Stone","chap-8"
"to get started, but soon realized they weren't going to be changing","Book 1: Philosopher's Stone","chap-8"
"the furniture into animals for a long time. After taking a lot","Book 1: Philosopher's Stone","chap-8"
"of complicated notes, they were each given a match and started trying","Book 1: Philosopher's Stone","chap-8"
"to turn it into a needle. By the end of the lesson,","Book 1: Philosopher's Stone","chap-8"
"only Hermione Granger had made any difference to her match; Professor McGonagall","Book 1: Philosopher's Stone","chap-8"
"showed the class how it had gone all silver and pointy and","Book 1: Philosopher's Stone","chap-8"
"gave Hermione a rare smile.  The class everyone had really been","Book 1: Philosopher's Stone","chap-8"
"looking forward to was Defense Against the Dark Arts, but Quirrell's lessons","Book 1: Philosopher's Stone","chap-8"
"turned out to be a bit of a joke. His classroom smelled","Book 1: Philosopher's Stone","chap-8"
"strongly of garlic, which everyone said was to ward off a vampire","Book 1: Philosopher's Stone","chap-8"
"he'd met in Romania and was afraid would be coming back to","Book 1: Philosopher's Stone","chap-8"
"get him one of these days. His turban, he told them, had","Book 1: Philosopher's Stone","chap-8"
"been given to him by an African prince as a thank-you for","Book 1: Philosopher's Stone","chap-8"
"getting rid of a troublesome zombie, but they weren't sure they believed","Book 1: Philosopher's Stone","chap-8"
"this story. For one thing, when Seamus Finnigan asked eagerly to hear","Book 1: Philosopher's Stone","chap-8"
"how Quirrell had fought off the zombie, Quirrell went pink and started","Book 1: Philosopher's Stone","chap-8"
"talking about the weather; for another, they had noticed that a funny","Book 1: Philosopher's Stone","chap-8"
"smell hung around the turban, and the Weasley twins insisted that it","Book 1: Philosopher's Stone","chap-8"
"was stuffed full of garlic as well, so that Quirrell was protected","Book 1: Philosopher's Stone","chap-8"
"wherever he went.  Harry was very relieved to find out that","Book 1: Philosopher's Stone","chap-8"
"he wasn't miles behind everyone else. Lots of people had come from","Book 1: Philosopher's Stone","chap-8"
"Muggle families and, like him, hadn't had any idea that they were","Book 1: Philosopher's Stone","chap-8"
"witches and wizards. There was so much to learn that even people","Book 1: Philosopher's Stone","chap-8"
"like Ron didn't have much of a head start.  Friday was","Book 1: Philosopher's Stone","chap-8"
"an important day for Harry and Ron. They finally managed to find","Book 1: Philosopher's Stone","chap-8"
"their way down to the Great Hall for breakfast without getting lost","Book 1: Philosopher's Stone","chap-8"
"once.  `What have we got today?` Harry asked Ron as he","Book 1: Philosopher's Stone","chap-8"
"poured sugar on his porridge.  `Double Potions with the Slytherins,` said","Book 1: Philosopher's Stone","chap-8"
"Ron. `Snape's Head of Slytherin House. They say he always favors them","Book 1: Philosopher's Stone","chap-8"
"-- we'll be able to see if it's true.`  `Wish McGonagall","Book 1: Philosopher's Stone","chap-8"
"favored us, ` said Harry. Professor McGonagall was head of Gryffindor House,","Book 1: Philosopher's Stone","chap-8"
"but it hadn't stopped her from giving them a huge pile of","Book 1: Philosopher's Stone","chap-8"
"homework the day before.  Just then, the mail arrived. Harry had","Book 1: Philosopher's Stone","chap-8"
"gotten used to this by now, but it had given him a","Book 1: Philosopher's Stone","chap-8"
"bit of a shock on the first morning, when about a hundred","Book 1: Philosopher's Stone","chap-8"
"owls had suddenly streamed into the Great Hall during breakfast, circling the","Book 1: Philosopher's Stone","chap-8"
"tables until they saw their owners, and dropping letters and packages onto","Book 1: Philosopher's Stone","chap-8"
"their laps.  Hedwig hadn't brought Harry anything so far. She sometimes","Book 1: Philosopher's Stone","chap-8"
"flew in to nibble his ear and have a bit of toast","Book 1: Philosopher's Stone","chap-8"
"before going off to sleep in the owlery with the other school","Book 1: Philosopher's Stone","chap-8"
"owls. This morning, however, she fluttered down between the marmalade and the","Book 1: Philosopher's Stone","chap-8"
"sugar bowl and dropped a note onto Harry's plate. Harry tore it","Book 1: Philosopher's Stone","chap-8"
"open at once. It said, in a very untidy scrawl:  Dear","Book 1: Philosopher's Stone","chap-8"
"Harry,  I know you get Friday afternoons off, so would you","Book 1: Philosopher's Stone","chap-8"
"like to come and have a cup of tea with me around","Book 1: Philosopher's Stone","chap-8"
"three?  I want to hear all about your first week. Send","Book 1: Philosopher's Stone","chap-8"
"us an answer back with Hedwig.  Hagrid  Harry borrowed Ron's","Book 1: Philosopher's Stone","chap-8"
"quill, scribbled Yes, please, see you later on the back of the","Book 1: Philosopher's Stone","chap-8"
"note, and sent Hedwig off again.  It was lucky that Harry","Book 1: Philosopher's Stone","chap-8"
"had tea with Hagrid to look forward to, because the Potions lesson","Book 1: Philosopher's Stone","chap-8"
"turned out to be the worst thing that had happened to him","Book 1: Philosopher's Stone","chap-8"
"so far.  At the start-of-term banquet, Harry had gotten the idea","Book 1: Philosopher's Stone","chap-8"
"that Professor Snape disliked him. By the end of the first Potions","Book 1: Philosopher's Stone","chap-8"
"lesson, he knew he'd been wrong. Snape didn't dislike Harry -- he","Book 1: Philosopher's Stone","chap-8"
"hated him.  Potions lessons took place down in one of the","Book 1: Philosopher's Stone","chap-8"
"dungeons. It was colder here than up in the main castle, and","Book 1: Philosopher's Stone","chap-8"
"would have been quite creepy enough without the pickled animals floating in","Book 1: Philosopher's Stone","chap-8"
"glass jars all around the walls.  Snape, like Flitwick, started the","Book 1: Philosopher's Stone","chap-8"
"class by taking the roll call, and like Flitwick, he paused at","Book 1: Philosopher's Stone","chap-8"
"Harry's name.  `Ah, Yes,` he said softly, `Harry Potter. Our new","Book 1: Philosopher's Stone","chap-8"
"-- celebrity.`  Draco Malfoy and his friends Crabbe and Goyle sniggered","Book 1: Philosopher's Stone","chap-8"
"behind their hands. Snape finished calling the names and looked up at","Book 1: Philosopher's Stone","chap-8"
"the class. His eyes were black like Hagrid's, but they had none","Book 1: Philosopher's Stone","chap-8"
"of Hagrid's warmth. They were cold and empty and made you think","Book 1: Philosopher's Stone","chap-8"
"of dark tunnels.  `You are here to learn the subtle science","Book 1: Philosopher's Stone","chap-8"
"and exact art of potionmaking,` he began. He spoke in barely more","Book 1: Philosopher's Stone","chap-8"
"than a whisper, but they caught every word -- like Professor McGonagall,","Book 1: Philosopher's Stone","chap-8"
"Snape had y caught every word -- like Professor McGonagall, Snape had","Book 1: Philosopher's Stone","chap-8"
"the gift of keeping a class silent without effort. `As there is","Book 1: Philosopher's Stone","chap-8"
"little foolish wand-waving here, many of you will hardly believe this is","Book 1: Philosopher's Stone","chap-8"
"magic. I don't expect you will really understand the beauty of the","Book 1: Philosopher's Stone","chap-8"
"softly simmering cauldron with its shimmering fumes, the delicate power of liquids","Book 1: Philosopher's Stone","chap-8"
"that creep through human veins, bewitching the mind, ensnaring the senses.... I","Book 1: Philosopher's Stone","chap-8"
"can teach you how to bottle fame, brew glory, even stopper death","Book 1: Philosopher's Stone","chap-8"
"-- if you aren't as big a bunch of dunderheads as I","Book 1: Philosopher's Stone","chap-8"
"usually have to teach.`  More silence followed this little speech. Harry","Book 1: Philosopher's Stone","chap-8"
"and Ron exchanged looks with raised eyebrows. Hermione Granger was on the","Book 1: Philosopher's Stone","chap-8"
"edge of her seat and looked desperate to start proving that she","Book 1: Philosopher's Stone","chap-8"
"wasn't a dunderhead.  `Potter!` said Snape suddenly. `What would I get","Book 1: Philosopher's Stone","chap-8"
"if I added powdered root of asphodel to an infusion of wormwood?`","Book 1: Philosopher's Stone","chap-8"
" Powdered root of what to an infusion of what? Harry glanced","Book 1: Philosopher's Stone","chap-8"
"at Ron, who looked as stumped as he was; Hermione's hand had","Book 1: Philosopher's Stone","chap-8"
"shot into the air.  `I don't know, sit,` said Harry. ","Book 1: Philosopher's Stone","chap-8"
"Snape's lips curled into a sneer.  `Tut, tut -- fame clearly","Book 1: Philosopher's Stone","chap-8"
"isn't everything.`  He ignored Hermione's hand.  `Let's try again. Potter,","Book 1: Philosopher's Stone","chap-8"
"where would you look if I told you to find me a","Book 1: Philosopher's Stone","chap-8"
"bezoar?`  Hermione stretched her hand as high into the air as","Book 1: Philosopher's Stone","chap-8"
"it would go without her leaving her seat, but Harry didn't have","Book 1: Philosopher's Stone","chap-8"
"the faintest idea what a bezoar was. He tried not to look","Book 1: Philosopher's Stone","chap-8"
"at Malfoy, Crabbe, and Goyle, who were shaking with laughter.  `I","Book 1: Philosopher's Stone","chap-8"
"don't know, sit.` `Thought you wouldn't open a book before coming, eh,","Book 1: Philosopher's Stone","chap-8"
"Potter?` Harry forced himself to keep looking straight into those cold eyes.","Book 1: Philosopher's Stone","chap-8"
"He had looked through his books at the Dursleys', but did Snape","Book 1: Philosopher's Stone","chap-8"
"expect him to remember everything in One Thousand Magical Herbs and Fungi?","Book 1: Philosopher's Stone","chap-8"
" Snape was still ignoring Hermione's quivering hand.  `What is the","Book 1: Philosopher's Stone","chap-8"
"difference, Potter, between monkshood and wolfsbane?`  At this, Hermione stood up,","Book 1: Philosopher's Stone","chap-8"
"her hand stretching toward the dungeon ceiling.  `I don't know,` said","Book 1: Philosopher's Stone","chap-8"
"Harry quietly. `I think Hermione does, though, why don't you try her?`","Book 1: Philosopher's Stone","chap-8"
" A few people laughed; Harry caught Seamus's eye, and Seamus winked.","Book 1: Philosopher's Stone","chap-8"
"Snape, however, was not pleased.  `Sit down,` he snapped at Hermione.","Book 1: Philosopher's Stone","chap-8"
"`For your information, Potter, asphodel and wormwood make a sleeping potion so","Book 1: Philosopher's Stone","chap-8"
"powerful it is known as the Draught of Living Death. A bezoar","Book 1: Philosopher's Stone","chap-8"
"is a stone taken from the stomach of a goat and it","Book 1: Philosopher's Stone","chap-8"
"will save you from most poisons. As for monkshood and wolfsbane, they","Book 1: Philosopher's Stone","chap-8"
"are the same plant, which also goes by the name of aconite.","Book 1: Philosopher's Stone","chap-8"
"Well? Why aren't you all copying that down?`  There was a","Book 1: Philosopher's Stone","chap-8"
"sudden rummaging for quills and parchment. Over the noise, Snape said, `And","Book 1: Philosopher's Stone","chap-8"
"a point will be taken from Gryffindor House for your cheek, Potter.`","Book 1: Philosopher's Stone","chap-8"
" Things didn't improve for the Gryffindors as the Potions lesson continued.","Book 1: Philosopher's Stone","chap-8"
"Snape put them all into pairs and set them to mixing up","Book 1: Philosopher's Stone","chap-8"
"a simple potion to cure boils. He swept around in his long","Book 1: Philosopher's Stone","chap-8"
"black cloak, watching them weigh dried nettles and crush snake fangs, criticizing","Book 1: Philosopher's Stone","chap-8"
"almost everyone except Malfoy, whom he seemed to like. He was just","Book 1: Philosopher's Stone","chap-8"
"telling everyone to look at the perfect way Malfoy had stewed his","Book 1: Philosopher's Stone","chap-8"
"horned slugs when clouds of acid green smoke and a loud hissing","Book 1: Philosopher's Stone","chap-8"
"filled the dungeon. Neville had somehow managed to melt Seamus's cauldron into","Book 1: Philosopher's Stone","chap-8"
"a twisted blob, and their potion was seeping across the stone floor,","Book 1: Philosopher's Stone","chap-8"
"burning holes in people's shoes. Within seconds, the whole class was standing","Book 1: Philosopher's Stone","chap-8"
"on their stools while Neville, who had been drenched in the potion","Book 1: Philosopher's Stone","chap-8"
"when the cauldron collapsed, moaned in pain as angry red boils sprang","Book 1: Philosopher's Stone","chap-8"
"up all over his arms and legs.  `Idiot boy!` snarled Snape,","Book 1: Philosopher's Stone","chap-8"
"clearing the spilled potion away with one wave of his wand. `I","Book 1: Philosopher's Stone","chap-8"
"suppose you added the porcupine quills before taking the cauldron off the","Book 1: Philosopher's Stone","chap-8"
"fire?`  Neville whimpered as boils started to pop up all over","Book 1: Philosopher's Stone","chap-8"
"his nose.  `Take him up to the hospital wing,` Snape spat","Book 1: Philosopher's Stone","chap-8"
"at Seamus. Then he rounded on Harry and Ron, who had been","Book 1: Philosopher's Stone","chap-8"
"working next to Neville.  `You -- Potter -- why didn't you","Book 1: Philosopher's Stone","chap-8"
"tell him not to add the quills? Thought he'd make you look","Book 1: Philosopher's Stone","chap-8"
"good if he got it wrong, did you? That's another point you've","Book 1: Philosopher's Stone","chap-8"
"lost for Gryffindor.`  This was so unfair that Harry opened his","Book 1: Philosopher's Stone","chap-8"
"mouth to argue, but Ron kicked him behind their cauldron.  `Doi*","Book 1: Philosopher's Stone","chap-8"
"push it,` he muttered, `I've heard Snape can turn very nasty.` ","Book 1: Philosopher's Stone","chap-8"
"As they climbed the steps out of the dungeon an hour later,","Book 1: Philosopher's Stone","chap-8"
"Harry's mind was racing and his spirits were low. He'd lost two","Book 1: Philosopher's Stone","chap-8"
"points for Gryffindor in his very first week -- why did Snape","Book 1: Philosopher's Stone","chap-8"
"hate him so much? `Cheer up,` said Ron, `Snape's always taking points","Book 1: Philosopher's Stone","chap-8"
"off Fred and George. Can I come and meet Hagrid with you?`","Book 1: Philosopher's Stone","chap-8"
" At five to three they left the castle and made their","Book 1: Philosopher's Stone","chap-8"
"way across the grounds. Hagrid lived in a small wooden house on","Book 1: Philosopher's Stone","chap-8"
"the edge of the forbidden forest. A crossbow and a pair of","Book 1: Philosopher's Stone","chap-8"
"galoshes were outside the front door.  When Harry knocked they heard","Book 1: Philosopher's Stone","chap-8"
"a frantic scrabbling from inside and several booming barks. Then Hagrid's voice","Book 1: Philosopher's Stone","chap-8"
"rang out, saying, `Back, Fang -- back.`  Hagrid's big, hairy face","Book 1: Philosopher's Stone","chap-8"
"appeared in the crack as he pulled the door open.  `Hang","Book 1: Philosopher's Stone","chap-8"
"on,` he said. `Back, Fang.`  He let them in, struggling to","Book 1: Philosopher's Stone","chap-8"
